emp_no,title,first_name,last_name,birth_date,from_date,to_date
491478,Senior Staff,Gill,Varman,1965-01-16,1988-06-18,9999-01-01
491596,Senior Engineer,Charmane,Pargas,1965-01-21,1988-07-29,1992-08-03
491596,Senior Engineer,Charmane,Pargas,1965-01-21,1992-08-03,9999-01-01
491632,Senior Staff,Gadiel,Perly,1965-01-01,1986-10-20,9999-01-01
492000,Senior Staff,Valeska,Cools,1965-01-10,1993-12-16,9999-01-01
492052,Staff,Udo,Ratnakar,1965-01-11,1999-11-30,9999-01-01
492217,Senior Engineer,Heekeun,Verhaegen,1965-01-16,1991-09-28,9999-01-01
492639,Engineer,Sanjoy,Porenta,1965-01-30,1997-07-10,9999-01-01
492677,Senior Engineer,Goetz,McAffer,1965-01-26,1988-02-05,9999-01-01
493031,Senior Staff,Hironoby,Jakobus,1965-01-23,1991-07-30,9999-01-01
493048,Senior Staff,Muzhong,Berztiss,1965-01-31,1995-01-23,9999-01-01
493096,Engineer,Sachem,Msuda,1965-01-31,1995-04-07,9999-01-01
493744,Senior Engineer,Leni,Kropatsch,1965-01-14,1997-07-17,9999-01-01
494019,Senior Staff,Morrie,Iisaku,1965-01-16,1991-05-06,9999-01-01
494088,Senior Engineer,Phule,Dahlbom,1965-01-10,1989-02-06,9999-01-01
494493,Staff,Masasuke,Koprowski,1965-01-10,1996-11-20,9999-01-01
494995,Senior Staff,Yongmao,Pouyioutas,1965-01-04,1989-08-24,9999-01-01
496100,Staff,Pranjal,Reinhard,1965-01-07,1995-05-08,9999-01-01
496970,Senior Engineer,Giordano,Maquelin,1965-01-03,1999-12-31,9999-01-01
496978,Senior Staff,Danco,Debuse,1965-01-30,1993-09-10,9999-01-01
497007,Senior Engineer,Oldrich,Adachi,1965-01-23,1997-04-03,1998-08-09
497007,Senior Engineer,Oldrich,Adachi,1965-01-23,1998-08-09,9999-01-01
497174,Senior Engineer,Sanjiv,Bressoud,1965-01-02,1993-04-27,9999-01-01
497340,Senior Staff,Fayez,Keohane,1965-01-06,1990-09-19,9999-01-01
497391,Engineer,Paris,Lieblein,1965-01-30,1999-05-19,9999-01-01
497835,Technique Leader,Shuho,Laurillard,1965-01-29,1999-10-06,9999-01-01
498185,Senior Engineer,Caolyn,Marciano,1965-01-19,1999-06-06,9999-01-01
498337,Staff,Naraig,Docker,1965-01-30,1997-05-17,9999-01-01
498456,Senior Staff,Geraldo,Gerteisen,1965-01-17,1987-06-05,9999-01-01
498635,Senior Staff,Florian,Pezzoli,1965-01-09,1988-07-22,9999-01-01
498838,Senior Staff,Sanjay,Ciolek,1965-01-16,1989-12-13,9999-01-01
498845,Senior Engineer,Arumugam,Pelc,1965-01-09,1999-11-13,9999-01-01
498955,Senior Engineer,Nechama,Kandlur,1965-01-13,1995-01-16,9999-01-01
499194,Senior Staff,Padma,Delgrange,1965-01-29,1998-01-02,1999-08-27
499194,Senior Staff,Padma,Delgrange,1965-01-29,1999-08-27,9999-01-01
499260,Engineer,Danae,Honglei,1965-01-11,1998-09-14,9999-01-01
499495,Engineer,Baoqiu,Kakkar,1965-01-14,1999-08-30,9999-01-01
